,content,lable
3852,이걸 죽도 밥도 아니라 고 하는 겁니다. 철학과 리더십도 없고.,1
3853,대중은 개인 인스타그램에서도 저런 사진을 원했던 것이지 ㅠ 하지만 현실은 그렇지 못했고!,1
3854,공수처 설치 하자니까 머저리 꼴통 개돼지 국민들이 찌라시 말만 듣고 또 우왕좌왕하는구나! 이래 놓고는 또 통닥 정권 만들어 놓고 또 촛불 들고 개고생해서 바꾼 다 난리치 고 한심한 것들,0
3855,아가리 그만 털어,0
3856,동티모르 라는 단어도 왤 캐웃기지 ㅋㅋ 말하는 게 너무 웃김ㅋㅋㅋ,1
3857,왜 죽으면 성역화되는지 모르겠다. 죽은 건 안타까운데 그렇다고 최자 욕하는 ㅁ 1친 : : 년들은 뭐냐 ? 내로 남불의 나라 대한민국 ㄹㅇ 역해,0
3858,외국인 귀신이라며 도망쳐 오는 장면 짤려서 아쉽네. ㅋㅌㅌ,1
3859,광주에서 일베하다 걸리면 이렇게 되지 않냐? 헛 소리 ㄴㄴ,0
3860,진짜 알리드립은 12년도부터 본 거 같은데 시 발 8년째 저지랄 하네,0
3861,복싱에선 여태 일본이 많이 쳐 발렸다..,0
3862,미투 최대 피해자 김생민 불쌍해,1
3863,청진기 하나 사서 폭딸해라 게 이야,0
3864,임지연이 아까워요,1
3865,김종국 지금 아주 잘하고 있어. 지금 계속 놀다가 45~7 때 20살 어린 여 자랑 결혼해야지 무슨 저런 30 넘은 여 자랑 결혼하겠냐? 딱 비즈니스지. 종국이 형 20살 연하랑 결혼하면 (20대 여자들도 줄을 서겠지만) 인생 성-공,0
3866,듀뽕차오른다,1
3867,수산물은 수출 금지 안 하냐? 나븐 ㅂ 시 노무세키들..,0
3868,천사같애 내 이상형 ❤️,1
3869,님 말대로 면 전 국민 다들 부자 되겠네 ㅉ ㅉ,0
3870,벌써 분해 되었을 듯.. 짱 개들인데.. ㅋㅋㅋ,0
3871,밍하니깐 좆성이 존 나게 투자 하는 거지 증설 증축하고?,0
3872,현우 현 주가 불쌍하다,1
3873,코다리찜부터 퇴 출해라 시 발 비린내에 씹으면 고무줄 씹는 느낌 좆 같다 짜장 밥 나오면 썩은 만두에 고무줄잡채도 좆 같고 사골곰탕 나오면 깡통 한 개에 고기 2~3점 나오는 마법의 국물도 좆 같고,0
3874,프듀1 출신 중 성공한 건 역시 청하가 갓.. 그 다음은 전소 연 김세정 정채 연 이서정,1
3875,23일 연속으로 휴가 가는 게..... 흔하게 있는 경우 인가? 공익제보자를..... 죄인으로 몰아가면.... 공정과 정의 입니까?,1
3876,이 분 왜 모르세요 하얀거탑에서 거탑으로 나오신 분이잖아요,1
3877,하긴 니들이 사람 색히들이냐,0
3878,킬링용으로 괜찮아요 그래도 여 자친구랑 재밋대 보았습니다 앗,1
3879,옛날에 루피랑 나 미가 노래 부르는 건 줄 알았는데 ㅋㅋ,1
3880,형 50대 미시까지는 먹을 수 있다,0
3881,변신 로봇인 가 그래도 강다니앨인지 조폭 같은 애들보단 잘생겻네,0
3882,셀트 갖고 있는 사람들은 확실히 광신도 수준,1
3883,또 변신한 얼굴. 선풍기 아줌마 되겠다.,0
3884,오늘은 이거다,1
3885,화교년 아니냐,0
3886,외소한 체격이 참 아쉽지만..지드래곤은 참 멋져 부러,1
3887,누군지 누 모르겠지만 제발 좌파 민주당 지지자였으면,1
3888,2020년 이 올 거 같냐 영배 야ㅋㅋ,1
3889,메갈은 정신병입니다,0
3890,내 생각에 일베충들이 이 승우 싫어하는 건 학교 다닐 때 이승우처럼 생긴 애들한테 괴롭힘 당한 탓인 거 같음 사실 일베충들이 야 이승우 죽어라 까대지만 이승우 와 꾸는 현실적으로 찐 따 광오후 일 게 이들 괴롭히던 일 진상임사진에서도 키는 작아도 와 꾸 때문인지 후 달려 보이는 느낌은 없음 인터넷 커뮤니티 오래하는 애들 99%가 현실에서 좀 동 떨어진 찐 따들이라서 그런 가학창 시절 혹은 현 사 회에서 받았던 열등감과 괴로움을 인터넷 뒤에 숨어서 이 승우한테 해소하려는 느낌이 강함 불쌍한 일베충들...사실 광오후짤만 봤을 땐 그 사이에 이 승우 들어가면 누가 봐도 찐 따들 괴롭히는 일진 느낌 임ㅋㅋ,0
3891,일게 이들은 공감 못하겠지만 이게 사실이라고 함. 일베 금수저도 그런 말하더라 mis ery is dou bled 래 그걸 잊을라고 마약하는 거지,0
3892,아니 여성신문은 맨날 섹스 섹스 섹스 섹스,0
3893,그 쑤뤠기 정권하의 그 쑤뤠기 동물들...,0
3894,강인이는 축구만 하는 줄 알았더니 ㅠ,1
3895,셔누가 무슨 잘뭇했나요? 결백하다...,1
3896,구씨 덕에 이것도 안 믿기네. 결과 나올 때까지 기다리자,1
3897,후원계좌 있으면 돈드리고 싶다,1
3898,쌴 샤땜 무너지면 단기적으로 한국도 피해 봄. 한국에서 진출한 기업들도 많고 서해안쪽 박살 나면 영향이 한국까지 오고 원자력발전소라도 박살 나면 오염이 한국까지 옴. 하지만 중국 경제가 내려 앉고 분열되고 공산 정권 무너지면 장기적인 한국의 이 익임.,1
3899,그나마 볼 만한 드라마였는데 이 제 끝나 네 모든 배우님들 고생하셨습니다,1
3900,오랜만에 좋은 강의를 듣네요 ㅋㅋ,1
3901,하나님에 좋은 말씀대로 행하려 하고 기도 하면 됩니다 목사들을 보고 교회에 다니는 거 아닙니다 저들도 인간이라 돈 보면 욕심 나고 다 똑같은 것입니다 하나님을 교회를 욕하면 안 됩니다,1
3902,흑백 정면에서 미 모 발산 실화냐,1
3903,우리나라에는 고유정 같은 년들 때 메 안 됨,0
3904,이영자는 쳐먹는 방송 말고는 할 줄 아는 게 머임?,0
3905,25년 전이면 오달 수도 혈기 왕성할 때인데 그럴 수도 있을 듯 그리고 이제와서 25년 일을 말하는 사람도 참 이해 못하겠네 혓재에 충실하고 살 지 참,1
3906,모하비가 훨씬 튼튼함 펠리는 걸레임,0
3907,산이 가 또 해냈다 이쯤 되면 깨어 있는 뮤지션 인정,1
3908,"이래서 스스로 걸리거든 ""죄인들이 ""~ㅎㅎㅎ 재미보고 털리고 그치~~~?",0
3909,앞에 쟤 임? 남자냐 여자냐,0
3910,헐.. 물론 아빠 빽 무시할 순 없었겠지만 난 티아라에서 보람 제일 좋아했었는데..,1
3911,잔소리 말고 내게 와줘..와줘!,1
3912,틀베라케,0
3913,일본 얘기하면 부칸 같은 쩌리를 들고 나오더라 ㅋㅋㅋ,0
3914,김종국 저 쪼잔한 넘이랑 언년이 같이 사냐? 방송이니까 좋게 포장하는 거지 진짜 여자 피곤할 거다 생긴 건 모기 간 신배같이 생겨가지고 허리 아픈 등 신일 뿐 ㅋㅋㅋ,0
3915,먹을 거 잘 사주면 좋아합니다 사랑해 울 조카님들,1
3916,설리는 한마디로 기 댈 곳이 하나도 없었던 거야. 너무 불쌍하다.,1
3917,저런 늙은 이들이 이나 랄 망친다~,0
3918,동거하고 결혼해라 제발~ 주위 사람들한테 민 폐끼치고 엄한 자식 만들어 고생시키지 말고 사 계절은 살아보고 결혼하길,1
3919,얘 뭐 구속이고 뭐고 치료 좀 해야겠던데... 얼 훌이 이 미 중독 증세임. 환각 증세 보이겠던데 . 아픈 애 데리고 뭘 자꾸 조사야. 누가 시켜서 했든..뭐 하든. 똑같이 한 걸. 왜 얘가 억지로 했다는 자백 받아야 황 하나 풀어주니까?? ㅎㅎㅎ,0
3920,미친늠들.,0
3921,ㅇ정보부에서 조사 하나 봐요 .. 승리 곧 자살하겠네 아니.. 경찰이 질소 넣고 자살했다고 하겠네..,0
3922,그놈들은 좆불쉬 위하러 감ㅋㅋ,0
3923,물론 일부 입니다 씨바,0
3924,이게 현실이라는 게 참 슬프 다ㅜㅜ,1
3925,몸이 중년 아주머니 네 살 빼라,0
3926,매니저가 30번도 넘게 바뀐 걸 보면 그닥 좋은 인성은 아닌 듯한데 잘 먹는다는 이유만으로 지덕체를 갖춘 인물이 됨ㅋㅋ 확실히 먹는데 한 맺힌 민족답다,0
3927,다 애 낳지 말아야겠네요. 애 키우는데 몸도 고생하지 돈은 너무 많이 들고 그렇다고 애가 내 노후 책임지지도 못 하고 자기들 살기 바쁠 텐데... 회사 서 헤택도 없고 독신이면 그 돈과 체력 나만 누릴 수 있고 노후 자금까지 .. 우리 늙으면 세금 낼 사람 없지만 당장 나 힘든 게 문제지 몬 상관 이래요.,1
3928,울지마 바보야...나 정말 갠차나,1
3929,연기 너무 잘 하시던데 본격적으로 연기자의 길도 걸어보세요...,1
3930,팬입니다! 축하합니다! 멋진 결혼식이네요~,1
3931,역시 개비씨 정권의 하수인이 되다 보니 이 젠 변 쓰 레 기 같은 다큐를 만드네~~,0
3932,이민기 얼굴이 다 햇다ㅠㅠ 진짜 잘생기고 역할도 너무 잘 어울리고 ㅠㅠ 앞으로도 기대할게요!!,1
3933,쪽 빠뤼 차 몰고 다니니깐,0
3934,저런 쓰레기 방송은 왜 하냐 시청률 때문이냐?,0
3935,근데 2014년 문자만 공개된 거면 그 이후에는 나쁜 짓 한 게 없어서 10년 전 카톡으로 협박한 거 아님?,1
3936,부연이 일베 하노?,0
3937,아니 근데 사실 방송 타고 하면 골목상권으로 좁혀서 생각 안 해도 되지 않나..? 9000원으로 먹는 건 그쪽 동네 사람들이 아니라 전국 각지에서 몰려온 사람들이잖아,1
3938,북한 새끼들도 도망치는 게 시베리아인데 ㅋㅋ,0
3939,여자들 물뽕 처먹여 강간하고 동영상 찍은 게 죄가 아니었구나 ㅋㅋ버닝 썬이 중국 삼합회 자금 세탁소라면서?,0
3940,주작하네 시 발 니가 삼전 무선시업부라고? ㅋㅋㅋ,0
3941,머리와 글로 일하는 게 몸으로 일하는 것을 더 가치 있다고 보는 건가? 이렇게 퉁쳐서 판단하는 것은 사회가 어 케 돌아가는지 모르는 편협한 인간으로 멍청함을 고 백하는 것이다. 세상에 어떤 직업도 없어도 되는 직업도 없고 없으면 좋은 직업은 없다.. 그 직업이 담당하는 기능이 없으면 그걸 네가 할 건가? 용접이 없으면 집 없고 배도 없다.. 수학 강사가 용접을 하면 얼마나  웃긴가? 자신이 전체를 기능하게 하는 하나의 부분임을 인식하지 못하고 세상이 자기 중심으로 돌아가는 중세 시대의 사고관을 가진 불쌍한 중생이다..사회적 지능 지수는 병신에 가깝다.,0
3942,뒤로 걷기 운동하는 사람들을 의심하자,1
3943,마누라 단속이나 잘해,0
3944,이 새키는 관상은 과학이 아닌 것 같기도 한데 ㅣ 하는 짓이 503 아베나 베 하는 짓과 비슷함,0
3945,개보다 못한 건가ㅋ,0
3946,조여정은 올백머리에 밑으로 사 알짝 퍼지는 드레스가 제일 잘 어울림,1
3947,감순이들 너무 많아져서 질투나 네 하....,1
3948,이 미친 ㅇ 것들은 진짜 알바인가 중국 인도 신경 안 쓰는 걸 왜 니들이 난리임? 존 나 베댓 볼 때마다 역ㅇ겹고 토 나오네 우리나라나 신경 써라,0
3949,보지 선생이었으면 ㅂㄷ거리면서 불러서 좆나 팻을 듯,0
3950,헌대판 봉건 왕조 북한!,1
3951,이쯤 해서 짚고 넘어가자. 문재앙 찍은 놈은 왼손목 아지 짤라내고 민주당 찍은 놈은 오른손목 아지 마저 찍어라. 이게 나라냐 씨 bal.,0
3952,ㅋㅋ ㅈㄴ 웃기네 ㅋㅋ벙어리를 만들어버리네 ㅇㅂ,0
3953,충재씨도 더 잘 되었으면 좋겠다.,1
3954,솔직히 10점까지는 아니지만 볼만 햇습니다 3D가 어색하긴 햇지만 나 아름 괜찮았어요 우리나라 애니가 더 잘 됐으면 좋겠어요,1
3955,그래서 누군데? 남자는 연예인 아니지 않나,1
3956,쿵.쾅.이들 시기질투,0
3957,넘 슬프다 ㅠㅠ 하.... 마지막까지 함께 해주고픈 김원희씨 맘이 얼마나 아플까 힘내세요 힘내 곱단아,1
3958,유인나랑 헤어짐?,1
3959,삶은 소대가리 멍충이 코 구멍에 담배꽁초 박아 주신 김여정 동무 화끈합네다. 저능아 소대가리 북송시키갔습네다. 숙청 하시라우요.,0
3960,ㅋㅋㅋ 난 저 경기 뉴욕가서 먹었는디 원정 마이애미는 애미가 갈려 하면 싸대기 떄려도 무죄라더라,0
3961,가만히 있어도 dm 오는 여자라는 성별과. 연예인임에도 dm 보내야 여자 만날 수 있는 성별 인 남자.. 명확한 권력관계지. 여자는 편하고 남자만 고생하고. 여성 우월주의 국가,0
3962,러시아 무시하는 사람들 천지 네 ㅎㅎ. 우리 부모들이 미군이 두고 간 차 수리해서 타고 다닐 때 우주 간 나라임.,1
3963,윤진이 머리 길면. 완전 짱인데,1
3964,소상공인 목소리에 물러났다고??지랄 마라 기레기야 쓰레기 소리하고 있어 2.5에서 ㅈ 단계로 낮춘 건 100명 댜이기 때문이잖아 왜 개소리야 쓰래기야,0
3965,미나가 결혼한 지 2년 만 됫음? 더 오래되지 않앗 음?,1
3966,직업정신 투철하고 좋구만,1
3967,일요 날 보고 화요일날 이해했습니다,1
3968,사악한 년,0
3969,ㅈㄹ 가난이 죄냐? 기다려주는 것도 필요하다. 세상사는 게 그렇다. 어린 새끼라 그런지 좆도 모르는 거 같은데 너처럼 살면 칼 맞어,0
3970,쓰레기 위 ㅣㅂ툰 너무 많다. 애들에게 무차별로 노출되고 저런 흐레기들 심의해서 페기 해야 한다,0
3971,한남과 결혼하면 비극뿐 이야!!!!!!!!,0
3972,쳐 웃기는,0
3973,이게 다 빨갱이 때문이라 할 겁니다,0
3974,너는 지금 돈 없는 대학생이 맥북 쓰며 자 위질 하는 걸 역겹게 보고 나서 나도 그런 사람이라고 단정 짓고 나서,0
3975,이 또 라이 연놈들 생각보다 오래 가네 니들이 아무리 국제 영화상 타봐라 하나도 안 좋아 보인다,0
3976,쪽바리들아.아직도 너희 속국인지.착각하냐.지구 환경을.세계적으로.오염시켜 놓구. 양심도 없는.인간들.너희나.방사능. 평생 먹고. 살아라지 구상에서.제일 못 덴 일본. 넘,0
3977,기사 제목 하고는..지방대 생은 죽어도 되냐? 목숨 가치는 수능 점수와 상관없다.,1
3978,병신 금오공대 발린지가 언젠데 ㅉ ㅉ,0
3979,남친 새끼가 보살이 노 ㅋㅋ,0
3980,자판기 웃기지 않았음? 음료가 계속 나왘ㅋㅋ,1
3981,아진짜 엥가 이해라 사람 없으면 앉을 수 있는 거지 말 그대로 배려석이 지 임산부 있으면 비켜주면 되는 거구만,1
3982,몽이가 그래도 사람은 착했다 ;;,1
3983,엄마도 그 형도 평생 저 충격안 고 어찌 사냐ㅠ,1
3984,유유상종이라고 종북좌빨 시키들 & 어떻게든 딸랑거리고 지원하지 못해 안달하는 문씨 패거리 시키들 니들이 졸라 빨아대는 지상 천국 현실이 다 니들 이런 것 하고 싶어서 그리 개재랄 떠는 거냐 이게 니들 인권 수준이냐 ㅋ 그러고는 지들이 무에 독재 저항 민주화 세력이라 네 정의를 외치 네 ㅋ 에 라이 게토레이 시키들 아 니들은 이 리 당해봐야 알겠냐 ㅉ,0
3985,예상되는 스토리가 살짝 아쉬웠지만 마지막 범인 에 대한 반전은 재미를 더해준 것 같아요~~,1
3986,손절은 칼같이. 여자들은 참 손절 빨라. 남자들은 손절 자 못하는 경향이 있는데 여자들 손절은 번개지. 슈도 아직 이 혼 안 당하고 있잖아,0
3987,세계관이 이론적인 부분이 강해서 오히려 몰입도가 떨어졌다.,1
3988,태지 오빠 좀 편히 살게 해줬으면 ㅜㅜ 자녀도 곧 취학연령이 될 텐데 불편해서 또 해외로 떠나실까봐 걱정돼요,1
3989,사진을 너무 못 찍는다,1
3990,14년 유입이 개나 대네,0
3991,일베충 중에 멍청한 놈 하나 선별해서 총알받이로 발탁 앞세운 것 같은 느낌이 드네요,0
3992,영화관에서 중간에 나오기는 처음이다,1
3993,쟤는 추해!,0
3994,제발 사형 시켜라. 법이 지 랄 같으니 이 딴 기사 보면 가해자 년놈들보다 법을 법 같이 안 만들고 판결도 뭣같이 내리는 개판사들이 더 열불난다,0
3995,참이뿐이네 요시아버지가 며느리 사랑이 대단하던데~보기 좋아요,1
3996,쑈의 달인 이런 건 인정,1
3997,근본 없는 탈북자 새끼가 어디서 말을 섞어 변절자 새끼,0
3998,리뷰 쓴 새끼가 쓰레기 맞지 저건 ㅋㅋㅋ 존 나 악랄하게 사진 찍어 올리는 데,0
3999,또 라이네,0
4000,너무 어려서부터 연예인 생 활하고 아무도 조언해 주는 사람이 없었으니 설리가 저렇게 된 거지. 사람은 언제나 처음엔 거의 다 실수를 한다. 다 큰 어른들도 그러는데 설리가 뭘 그렇게 잘못했나. 너무 안 됐다.,1
4001,이런 걸 양념이라고 하는 병신이 대통인 나라. 답 나온다,0
4002,황제가 납신겨? 왜들 저래요? 보기가 민망스럽다,1
4003,100도 많다,1
4004,옛날 대구 여자들은 쪽발이 한데 몸을 받쳤지 그래서 난쨍이 똥짜루 박정희가 탄생했지 대구 사람들은 쪽빨이 후손이다,0
4005,민주당 ㅅㄲ들은 돈 벌생은 ㅈ또 안 하는 구만 여튼,0
4006,한지혜씨 다음에는 제발 다른 연기..로 볼 수 있길,1
4007,이 거 니들이 운전면허 필기 시험 볼 때 공부 안 하고 쳐봐서 그래시 발 나는 공부 존 나 해서 저런 거 까지 아직도 기억한다,0
4008,뚱녀 페티쉬 있는 남자 분 아니면 그냥 맛집 알림용 지인으로만 생각할 듯 혹시 보신다면 자극받고 살 빼세요,0
4009,세금 올리려고 별 ㅈㄹ을 다 하네,0
4010,개 같은 새 끼,0
4011,으메 돼지같이 생겨 구만 먼 얼굴에 살이 코는 살이 으찌 저러게 졌을까 광대는 살이 오메 박신 양 때문에 본다 고현정 리턴 sbs 안돼니 kbs 와서도 안 돼겠다 누가 대타 좀 구해줘...코맹맹 발음 와 ~ 쩐 다 쩔어 누가 보긋냐..,0
4012,애들와 꾸 어쩔 꺼냐 하긴 돈이 많으니 성형시켜주겠네 걱정 없겠네~,0
4013,전쟁기념관 가는 게 이제 추세여?,1
4014,그닥 살기에는 활용적이지 않을 듯..핀란드 랑 우리나라는 삶에 방식이 틀리기 때문에 ~~내가 오래된 빌라 리모델링한 경험으로는 좁은 공간에 상부 쪽 수납공간 왕창 만드는 게 제일 좋았음~~대부분 하 부장 쪽만 신경들 많이 쓰는데 방벽 상부 삼면 만 잘 살려도 엄청나게 활용 적임~~,1
4015,힘들면 관뒀어야지 그게 현명한 거다,1
4016,참 추잡하다 진짜 .. 아들 내 미 고맙다는 인사도 없이 받아 쳐먹는다는 거 보니 보니 모전자전이네 .가정 교육 존 나 중요하다 ㅋㅋ,0
4017,정숙희 상멍청이 그렇게 멀티태스킹이 안 되냐?? 동생 정은 정 무시하지 마라,0
4018,끝까지 가봐야 앎..... 피해자(라고 주장하시는 분) 입장에선 기 분 나쁘시겠지만 막판 가서 뒤집어진 사례가 근래 꽤 있었어서 모르겠음,1
4019,나도 마누라 바꾸고 싶다,1
4020,야 ! 너희들 조심해라 ! 대깨문들이 너희들 그냥 안 둔다 !,0
4021,니말은 못 믿어,1
4022,브금씨 발 뭐야 ㅋㅋㅋ,0
4023,진짜 개성 있게 잘생김.,1
4024,정부야..세금 함부러 쓰지 마라. 그 돈 모아서 진짜 힘든 사람 가려내라.. 결국 무능 정부 공무원들이 하는 그 정도면 대한민국 미래 없다.. 진짜 미래 없다,1
4025,남녀 평등 & 두 발의 자유화 (자유로운 모량 생성) -2020년 신 만이 해결 가능한 인류의 난제를 미리 예상하는 하이브리드좌,1
4026,이야 뭐하는 놈이야 지리네 ㅎㄷㄷ 04인데,1
4027,논란은 늘 이런 기사의 제목이 한 몫 하는 듯!돈 많은 사람들은 돈을 써야 경제가 돌아가죠 명품을 입든 말든 ~ 이런 제목 진짜 별루에요..ㅡㅡ,1
4028,그만해라 이런 식으로 죽은 사람 소비하는 거,1
4029,꼴값을 하는구나 생긴 대로 좋은 일 많이 하는 사람 도와는 못할망정,0
4030,버리고 갔네 ㅅㅂ... 간혹 산에 노견들 버리고 감,0
4031,당연한 거 아니냐? 자기 몸 건강 관리도 못하는 애들이 용접공이니 뭐니 하면 콧방귀 뀔듯,0
4032,최자도 책임은 있다 모른 척하고 사는 건 잘못된 거다 부모님도 책임이고 방송사도 책임이고 팬도 책임이고 관련자들 다 책임이 다 반성하고 앞으로 이런 일이 없게 최선을 다 해야 한다 죽은 자는 그 책임을 다했다,1
4033,윤지오 빽이 문재인일 텐데 승소할 수 있겠나?,0
4034,한국사회에서 척결해야 될 문 빠들 ~~ 현병장은 황희 의원 고소하시고 인터넷에 악플단 문빠 쓰래기들도 전부 고소하시길,0
4035,왜 김지석 기 시에 홍진영 자매 악플다냐? 이해불가 다 보기 싫으면 보지마 니들은 보기 싫어도 난 홍지매 재밌으니까 홍선 영 언니 끼 많고 재밌 더 만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고 싶음,1
4036,당직 사병에게 악플다는 놈들 너희도 테러 당할 줄 알아라. 친문 찌질이들아 당하지 않으려면 잠자코 있어라. 찌질한 인간들이 모두 친문이더라.,0
4037,그냥 둘이 맘에 있는 듯~~홍진영은 등치 있고 리더십 있는 상남자 스탈을 좋아하고 김종국도 애교 많은 여자를 좋아하는 듯 ㅋ,1
4038,한국 성우들의 몰입감 없는 연기 이건 감독의 연출력 한계,1
4039,내치고 원타임 데니 넣는 게 베스트인 듯,1
4040,성폭행이면 그 당시 신고 안 하고 왜 지금 난리야? 정말 가지가 지한다,0
4041,둘 다 완전 멋지고 예뿌다ㅜㅜ 근데.. 음.... 효린 기사는 왜 안 나올까요? 잔나비도 글쿠.... 음......,1
4042,어떤 작가 놈이고? 중학생이 마치 애 낳은 산모 유방이 구만. 미친 것들.사회 악이다.,0
4043,오래 사귀는 거 보니 보기 좋기만 하구만 아이돌 커플도 길게 갈 수 있다는 걸 보여주길,1
4044,의사 안 한다고 옷 벗어 던질 때는 언제고 .!,1
4045,무슨 시발,0
4046,닌직 귀여웡 ㅠㅠㅠ ♥️ 부끄럽 댱 ♥️♥️,1
4047,빨갱이들의 반대파 숙청 시작,0
4048,싱글처럼 젊던데 결혼하셨구나 축하해요 !! 연기도 더 하시짘ㅋㅋ,1
4049,정준호 딸 맞네 똑닮앗네,1
4050,LG 대기업은 생각이 없나? 저걸 잘 만들었다고 출시하는 거임? 참 아쉽다..시대에 떨어지는 마인드와 핸폰을 어떻게 다누해보려는 고집이.,1
4051,훌륭한 다큐를 만드신데 대한 경의를 표합니다 경제학에 문외한 이었는데 조금이나마 눈을 뜨게 됐고 결국 복지로 귀결되는 것에 책임을 느낍니다,1
4052,그럭저럭 재밌었다. 메세지는 강렬하고 스토리는 약간 아쉽다,1
4053,sns로 열 애인정해서 맞은 거 아녀????,1
4054,규현도 이제 껴 줘요~~,1
4055,지디 얼굴 레전드 다 .. 진짜 잘생긴 듯,1
4056,글자를 귀로 듣는 저능 아 수준 ㅋㅋ,0
4057,저렇게 눈큰 여자는 눈 작은 남자를 좋아한 다 눈 작은 남자가 잘 생겨 보인 다 내가 그렇다,1
4058,와.. 이런 쓰레기 같은 웹툰이 있는데 기 안만 패댄 거냐. 이 딴 거 보는 사람들 심리도 문제다.,0
4059,아이돌들 연기하는 것도 이 제 더는 못 봐주겠다.. 이렇게 예쁜 연기자들 많이 발굴해서 잘 키웠으면 좋겠음,1
4060,오늘도 여자에 미친 일 게 이들 ㅁㅈㅎ,0
4061,드라마를 안 봐서 모르겠지만 대충 보니 아저씨가 어린 여자와 연애하는 드라마인가?? 어쨋든 이 드라마가 대중들에게 잘 어필해서 아저씨들도 당당하게 어린 여자와 만날 수 있는 그런 계기가 되었으면 하네요,1
4062,연기자 이계인 님 추천합니다. 재미있는 소재 많을 것 같은데요.이 덕화님 이경규님 하고도 만나면 너무나 재미진데요. 이계인 님 섭외해 주세요.,1
4063,원래 있었는데 중국이랑 짠건 아니지?,1
4064,걸 복동이 급한 가보구나.,0
4065,중 고등학교에서 경제를 가르칠 능력이 없다면 EBS 자본주의를 틀어주는 것도 좋을 듯.,1
4066,화웨이랑 5g 같이 하는 니들을 뭘 믿고 사용하겠니 그냥 짱께들에게 나 팔어라,0
4067,나도 엄마지만 엄마 잘못이다 최자는 같이 있어 주기라도 했지 어릴 때 얼마나 외롭고 힘들었을지 참 ..,1
4068,가요무대가 승자네요 최장 기간 시청률 보증,1
4069,샵 사건을 아는 사람을 알게다.. 이 지혜는 보살이란 것을...,1
4070,어제 소맥 한 잔 먹고도 불안해서 대리 불럿는데 저런 새끼들은 그냥 죽이는 게 답 아닐까,0
4071,니들 입맛대로 갖고 놀거면 걍 니들이 그려 갓오하도 개똥 취급하다 지금에서야 빨아 재끼는 악플 x끼들이 아직도 작가님한테 이래 줘라 저래 줘라...,0
4072,영입 추천한 새끼나 검증한 새끼나 들어온 년이나 전부 병신 같다,0
4073,이 드라마 엔딩 맛집이 다 제대로 네 역시 장나라,1
4074,개새끼가 처음에 잠복한 거 다 알아보고 할 수 없이 놀아주는 거네 ㅋㅋ 속으로 하...저병 신년 또 저지랄이 네 했을 듯,0
4075,온유 은퇴한다고 하지 않았나? 클럽 때문에,1
4076,저딴 생각을 하지?,0
4077,틀짝 특징인 간대 인간 개인대 개인적으론 은혜라고 할 수 있지만 그걸 국가적으로 확전시킴. 그렇게 은혜로우면 미국 참전 용사 한 명이라도 초청해서 국밥이라 두 한 그릇 대접하 등 가 씹탱들아~~~,0
4078,왜 이리 악플만 있죠...전개가 답답하기 보단 연출이 세련된 거 같고 10분이라 느낄 만큼 잼 나는데....,1
4079,나 같으면 입 찢어버렸다!,0
4080,백종원 니가 잘못한 거야... 원래 ㅜ망할 집은 망하게 ㅡ 놔둬야 ㅜ하는 거야.. 살리긴 뭘 살려... 너 때문에 피해보는 사람이 더 많아졌다,0
4081,은지원 강호동이수근 조합은 진짜 꿀인 듯,1
4082,조수애 아나운서 아버지도 창원에서 병원 하시는 의 사다.. 너네가 돈 보고 결혼했네 어쩌 네 할 정도가 아니라는 거고 댓글도 적당히 달길 그렇다고 하더라도 본인의 판단이고 당신들과 가치관이 다른 것뿐인데 난리치는 게 심하구만,1
4083,진짜 재수 없네 카 악 퉤,0
4084,심장마비로 기사 써 달라 했겠지. 생활고에 시 달려 나쁜 선택한 게 분명한데..ㅜㅜ 암튼 삼가 고인의 명복을 빕니다.,1
4085,설리는 꼴 페미뇬들 악플에 자살한 걸로 거의 결론나 지 않았나?? 왜 반성을 못하고 댓글질들이야..쓰래기 짓거리 한 뇬들이.ㅉㅉ,0
4086,갑자기 생각나네? 김정은이 위대하다고 서울 한복판에서 ㅈㄹ 한 백두징 송 위원회??ㅋㅋ 저런 살인마를 ? 그 놈들 다 장성택처럼 참 수시켜야 된디,0
4087,52퍼 되는 여자들 강한나 테러 하네 ㅋㅋ 그 만들 하세요 님들 너무 추해 보임,0
4088,백종원 도 너무 오버하는 거 같아. 연출이냐? 버럭하는데 내가 다 듣기 싫음. 가르치는 방법이 저거밖에 없는지. 가르치는 사람이나 배우는 사람들이나 지혜가 부족. 골목식당도 이 제 그만 봐야지. 내가 발암걸리겠다.,0
4089,쟤가 뭐가 이 쁘다는 거냐 그냥 아줌마 같은 데,0
4090,싸도 못하니까 조사받지.... 확시히 싸주면 여자들은 좋아한 다,0
4091,둘 다 좋아서 섹스해 놓고 피임을 안했냐고 한쪽만 욕먹을 게 아닌데?여자나 남자나 알아서 조심해야지 좋아서 섹스할 땐 언제고 ㅋ,0
4092,이상하게 다 야를 응원하게 됨,1
4093,틀 딱 씨 발 새끼들아 다 꺼져라 냄새나니까,0
4094,아니나 다를까 가능 댓글 있네 시 발ㅋㅋ,0
4095,얼마나 빡대가 리면 떨어지누 ㅋㅋ,0
4096,중국인들은 정말 훌륭하네요,1
